#编号,名称(备注),显示名称,到达地图,到达地图X,到达地图Y,到达范围,传送点类型,是否显示,出发地图,出发地图X,出发地图Y,怪物等级,传送点外观
#id,,,,,,,0到达1连接2NPC3怪物,,,,,,
,,,,,,,,,,,,,
#0,(传送点数: 25),,,,,,,,,,,,
4010001,null,null,xinshou,51,112,2,0,0,0,0,0,0,0
4010002,null,null,biqi,41,43,2,0,0,0,0,0,0,0
4010003,null,null,tucheng,55,27,2,0,0,0,0,0,0,0
4010004,null,null,kingcity,80,87,2,0,0,0,0,0,0,0
4010005,null,null,kuangdong1,24,55,1,0,0,0,0,0,0,0
4010006,null,null,dusheshangu1,14,57,1,0,0,0,0,0,0,0
4010007,null,null,siwangshangu1,10,122,1,0,0,0,0,0,0,0
4010008,null,null,shamo1,16,62,1,0,0,0,0,0,0,0
4010009,null,null,zhudong1,67,89,1,0,0,0,0,0,0,0
4010010,null,null,womasimiao1,54,87,1,0,0,0,0,0,0,0
4010011,null,null,zumasimiao1,76,118,1,0,0,0,0,0,0,0
4010012,null,null,chiyue1,39,60,1,0,0,0,0,0,0,0
4010013,null,null,niumosimiao1,72,94,1,0,0,0,0,0,0,0
4010014,null,null,shourenchaoxue1,14,32,1,0,0,0,0,0,0,0
4010015,null,null,mayidongxue1,6,14,1,0,0,0,0,0,0,0
4010016,null,null,manhuangdigong1,7,53,1,0,0,0,0,0,0,0
4010017,null,null,leiyan1,10,18,1,0,0,0,0,0,0,0
4010018,null,null,miwuzhaoze1,64,114,1,0,0,0,0,0,0,0
4010019,null,null,huangling1,14,52,1,0,0,0,0,0,0,0
4010020,null,null,haidi1,54,48,1,0,0,0,0,0,0,0
4010021,null,null,gjpt,43,43,3,0,0,0,0,0,0,0
4010022,null,null,gjvip1,43,43,3,0,0,0,0,0,0,0
4010023,null,null,gjvip2,43,43,3,0,0,0,0,0,0,0
4010024,null,null,gjvip3,43,43,3,0,0,0,0,0,0,0
4010025,null,null,gjvip4,43,43,3,0,0,0,0,0,0,0
4010026,null,null,diyulaolong1,17,77,2,0,0,0,0,0,0,0
,,,,,,,,,,,,,
#比奇城,(传送点数: 2),,,,,,,,,,,,
1030001,null,盟重,tucheng,4,57,1,1,0,biqi,80,6,0,70001
1030002,null,毒蛇山谷一层,dusheshangu1,14,57,1,1,0,biqi,81,83,0,70001
,,,,,,,,,,,,,
#BOSS之家3,(传送点数: 6),,,,,,,,,,,,
#4050004,null,null,bosshome3f,35,24,1,1,0,bosshome3f,29,13,0,70001
#4050005,null,null,bosshome3f,47,37,1,1,0,bosshome3f,50,21,0,70001
#4050006,null,null,bosshome3f,26,11,1,1,0,bosshome3f,33,22,0,70001
#4050007,null,null,bosshome3f,24,38,1,1,0,bosshome3f,13,32,0,70001
#4050008,null,null,bosshome3f,46,23,1,1,0,bosshome3f,47,33,0,70001
#4050009,null,null,bosshome3f,12,34,1,1,0,bosshome3f,22,36,0,70001
,,,,,,,,,,,,,
#赤月1,(传送点数: 2),,,,,,,,,,,,
1120001,null,赤月二层,chiyue2,10,59,1,1,0,chiyue1,12,9,0,70001
1120002,null,土城,tucheng,57,22,1,1,0,chiyue1,41,62,0,70001
,,,,,,,,,,,,,
#赤月2,(传送点数: 2),,,,,,,,,,,,
1120003,null,赤月三层,chiyue3,28,46,1,1,0,chiyue2,2,13,0,70001
1120004,null,赤月一层,chiyue1,13,11,1,1,0,chiyue2,9,61,0,70001
,,,,,,,,,,,,,
#赤月3,(传送点数: 1),,,,,,,,,,,,
1120005,null,赤月二层,chiyue2,3,15,1,1,0,chiyue3,29,48,0,70001
,,,,,,,,,,,,,
#骨魔洞1,(传送点数: 2),,,,,,,,,,,,
1140001,null,土城,tucheng,57,22,1,1,0,diyulaolong1,10,76,0,70001
1140002,null,骨魔洞二层,diyulaolong2,16,105,1,1,0,diyulaolong1,51,43,0,70001
,,,,,,,,,,,,,
#骨魔洞2,(传送点数: 2),,,,,,,,,,,,
1140003,null,骨魔洞三层,diyulaolong3,25,32,1,1,0,diyulaolong2,76,32,0,70001
1140004,null,骨魔洞一层,diyulaolong1,49,45,1,1,0,diyulaolong2,13,106,0,70001
,,,,,,,,,,,,,
#骨魔洞3,(传送点数: 1),,,,,,,,,,,,
1140005,null,骨魔洞二层,diyulaolong2,75,33,1,1,0,diyulaolong3,27,30,0,70001
,,,,,,,,,,,,,
#毒蛇山谷3,(传送点数: 1),,,,,,,,,,,,
1060000,null,土城,tucheng,57,22,1,1,0,dushe3jia,33,31,0,70001
,,,,,,,,,,,,,
#毒蛇山谷1,(传送点数: 2),,,,,,,,,,,,
1060001,null,毒蛇山谷二层,dusheshangu2,9,22,1,1,0,dusheshangu1,38,10,0,70001
1060002,null,比奇城,biqi,78,80,1,1,0,dusheshangu1,12,59,0,70001
,,,,,,,,,,,,,
#毒蛇山谷2,(传送点数: 2),,,,,,,,,,,,
1060003,null,毒蛇山谷三层,dusheshangu3,18,17,1,1,0,dusheshangu2,36,13,0,70001
1060004,null,毒蛇山谷一层,dusheshangu1,36,12,1,1,0,dusheshangu2,8,20,0,70001
,,,,,,,,,,,,,
#毒蛇山谷3,(传送点数: 1),,,,,,,,,,,,
1060005,null,毒蛇山谷二层,dusheshangu2,34,15,1,1,0,dusheshangu3,16,15,0,70001
,,,,,,,,,,,,,
#海底1,(传送点数: 2),,,,,,,,,,,,
1210001,null,土城,tucheng,57,22,1,1,0,haidi1,56,50,0,70001
1210002,null,海底二层,haidi2,42,88,1,1,0,haidi1,28,48,0,70001
,,,,,,,,,,,,,
#海底2,(传送点数: 2),,,,,,,,,,,,
1210003,null,海底一层,haidi1,28,50,1,1,0,haidi2,42,90,0,70001
1210004,null,海底三层,haidi3,8,43,1,1,0,haidi2,34,43,0,70001
,,,,,,,,,,,,,
#海底3,(传送点数: 1),,,,,,,,,,,,
1210005,null,海底二层,haidi2,35,45,1,1,0,haidi3,6,45,0,70001
,,,,,,,,,,,,,
#皇陵1,(传送点数: 2),,,,,,,,,,,,
1200001,null,土城,tucheng,57,22,1,1,0,huangling1,12,54,0,70001
1200002,null,皇陵二层,huangling2,59,99,1,1,0,huangling1,13,9,0,70001
,,,,,,,,,,,,,
#皇陵2,(传送点数: 2),,,,,,,,,,,,
1200003,null,皇陵三层,huangling3,34,54,1,1,0,huangling2,19,29,0,70001
1200004,null,皇陵一层,huangling1,15,11,1,1,0,huangling2,61,101,0,70001
,,,,,,,,,,,,,
#皇陵3,(传送点数: 1),,,,,,,,,,,,
1200005,null,皇陵二层,huangling2,21,31,1,1,0,huangling3,36,56,0,70001
,,,,,,,,,,,,,
#精英阁1,(传送点数: 4),,,,,,,,,,,,
4180001,null,null,0,0,0,0,0,0,jingying1,14,29,0,70001
4180002,null,null,0,0,0,0,0,0,jingying1,27,28,0,70001
4180003,null,null,0,0,0,0,0,0,jingying1,14,41,0,70001
4180004,null,null,0,0,0,0,0,0,jingying1,28,42,0,70001
,,,,,,,,,,,,,
#皇宫,(传送点数: 1),,,,,,,,,,,,
1040001,null,沙巴克,kingcity,25,31,1,1,0,kinghome,28,38,0,70001
,,,,,,,,,,,,,
#沙巴克,(传送点数: 1),,,,,,,,,,,,
1040002,null,土城,tucheng,57,22,1,1,0,kingjia,4,33,0,70001
,,,,,,,,,,,,,
,,,,,,,,,,,,,
#kuangdong3,(传送点数: 1),,,,,,,,,,,,
1050006,null,矿洞二层,kuangdong2,10,45,1,1,0,kuangdong3,10,32,0,70001
,,,,,,,,,,,,,
#矿洞三层,(传送点数: 1),,,,,,,,,,,,
1050005,null,土城,tucheng,57,22,1,1,0,kuang3jia,23,19,0,70001
,,,,,,,,,,,,,
#矿洞二层,(传送点数: 2),,,,,,,,,,,,
1050004,null,矿洞三层,kuangdong3,24,31,1,1,0,kuangdong2,8,44,0,70001
1050003,null,矿洞一层,kuangdong1,17,15,1,1,0,kuangdong2,35,11,0,70001
,,,,,,,,,,,,,
#矿洞一层,(传送点数: 2),,,,,,,,,,,,
1050002,null,矿洞二层,kuangdong2,33,13,1,1,0,kuangdong1,15,13,0,70001
1050001,null,土城,tucheng,84,58,1,1,0,kuangdong1,26,57,0,70001
,,,,,,,,,,,,,
#雷炎1,(传送点数: 2),,,,,,,,,,,,
1180001,null,雷炎二层,leiyan2,9,12,1,1,0,leiyan1,76,114,0,70001
1180002,null,土城,tucheng,57,22,1,1,0,leiyan1,8,16,0,70001
,,,,,,,,,,,,,
#雷炎2,(传送点数: 2),,,,,,,,,,,,
1180003,null,雷炎三层,leiyan3,9,51,1,1,0,leiyan2,30,59,0,70001
1180004,null,雷炎一层,leiyan1,73,112,1,1,0,leiyan2,7,10,0,70001
,,,,,,,,,,,,,
#雷炎3,(传送点数: 1),,,,,,,,,,,,
1180005,null,雷炎二层,leiyan2,28,57,1,1,0,leiyan3,7,53,0,70001
,,,,,,,,,,,,,
#魔龙血域1,(传送点数: 2),,,,,,,,,,,,
1170001,null,魔龙血域二层,manhuangdigong2,70,85,1,1,0,manhuangdigong1,5,16,0,70001
1170002,null,土城,tucheng,57,22,1,1,0,manhuangdigong1,5,56,0,70001
,,,,,,,,,,,,,
#魔龙血域2,(传送点数: 2),,,,,,,,,,,,
1170003,null,魔龙血域三层,manhuangdigong3,12,32,1,1,0,manhuangdigong2,57,30,0,70001
1170004,null,魔龙血域一层,manhuangdigong1,7,18,1,1,0,manhuangdigong2,72,87,0,70001
,,,,,,,,,,,,,
#魔龙血域3,(传送点数: 1),,,,,,,,,,,,
1170005,null,魔龙血域二层,manhuangdigong2,55,32,1,1,0,manhuangdigong3,10,32,0,70001
,,,,,,,,,,,,,
#幽灵船一层,(传送点数: 2),,,,,,,,,,,,
1160001,null,盟重,tucheng,57,22,1,1,0,mayidongxue1,5,12,0,70001
1160002,null,幽灵船二层,mayidongxue2,27,64,1,1,0,mayidongxue1,36,46,0,70001
,,,,,,,,,,,,,
#幽灵船二层,(传送点数: 2),,,,,,,,,,,,
1160003,null,幽灵船一层,mayidongxue1,34,48,1,1,0,mayidongxue2,25,62,0,70001
1160004,null,幽灵船三层,mayidongxue3,8,64,1,1,0,mayidongxue2,79,66,0,70001
,,,,,,,,,,,,,
#幽灵船三层,(传送点数: 1),,,,,,,,,,,,
1160005,null,幽灵船二层,mayidongxue2,77,64,1,1,0,mayidongxue3,6,65,0,70001
,,,,,,,,,,,,,
#妖狐巢穴1,(传送点数: 2),,,,,,,,,,,,
1190001,null,土城,tucheng,57,22,1,1,0,miwuzhaoze1,67,116,0,70001
1190002,null,妖狐巢穴二层,miwuzhaoze2,18,113,1,1,0,miwuzhaoze1,32,23,0,70001
,,,,,,,,,,,,,
#妖狐巢穴2,(传送点数: 2),,,,,,,,,,,,
1190003,null,妖狐巢穴一层,miwuzhaoze1,32,25,1,1,0,miwuzhaoze2,17,115,0,70001
1190004,null,妖狐巢穴三层,miwuzhaoze3,19,41,1,1,0,miwuzhaoze2,69,24,0,70001
,,,,,,,,,,,,,
#妖狐巢穴3,(传送点数: 1),,,,,,,,,,,,
1190005,null,妖狐巢穴二层,miwuzhaoze2,68,26,1,1,0,miwuzhaoze3,19,43,0,70001
,,,,,,,,,,,,,
#玛雅神殿一层,(传送点数: 1),,,,,,,,,,,,
4070002,null,玛雅神殿二层,mysd2f,11,40,1,1,0,mysd1f,35,17,0,70001
,,,,,,,,,,,,,
#玛雅神殿二层,(传送点数: 2),,,,,,,,,,,,
4070003,null,玛雅神殿三层,mysd3f,33,40,1,1,0,mysd2f,11,16,0,70001
4070004,null,玛雅神殿一层,mysd1f,34,18,1,1,0,mysd2f,9,42,0,70001
,,,,,,,,,,,,,
#玛雅神殿三层,(传送点数: 2),,,,,,,,,,,,
4070005,null,玛雅神殿四层,mysd4f,24,86,1,1,0,mysd3f,35,17,0,70001
4070006,null,玛雅神殿二层,mysd2f,12,18,1,1,0,mysd3f,35,42,0,70001
,,,,,,,,,,,,,
#玛雅神殿四层,(传送点数: 1),,,,,,,,,,,,
4070007,null,玛雅神殿三层,mysd3f,34,18,1,1,0,mysd4f,22,88,0,70001
,,,,,,,,,,,,,
#牛魔寺庙1,(传送点数: 2),,,,,,,,,,,,
1130001,null,土城,tucheng,57,22,1,1,0,niumosimiao1,74,93,0,70001
1130002,null,牛魔寺庙二层,niumosimiao2,25,40,1,1,0,niumosimiao1,17,36,0,70001
,,,,,,,,,,,,,
#牛魔寺庙2,(传送点数: 2),,,,,,,,,,,,
1130003,null,牛魔寺庙三层,niumosimiao3,17,30,1,1,0,niumosimiao2,20,71,0,70001
1130004,null,牛魔寺庙一层,niumosimiao1,18,37,1,1,0,niumosimiao2,24,39,0,70001
,,,,,,,,,,,,,
#牛魔寺庙3,(传送点数: 1),,,,,,,,,,,,
1130005,null,牛魔寺庙二层,niumosimiao2,21,72,1,1,0,niumosimiao3,16,29,0,70001
,,,,,,,,,,,,,
#null,(传送点数: 102),,,,,,,,,,,,
2010001,新手村,新手接待员,xinshou,52,109,1,2,1,null,0,0,0,70001
2010002,新手村,焦村长,xinshou,47,98,1,2,1,null,0,0,0,
2010003,新手村,娃娃,xinshou,39,90,1,2,1,null,0,0,0,
2010004,新手村,樵夫,xinshou,28,80,1,2,1,null,0,0,0,
2010005,新手村,村姑,xinshou,15,56,1,2,1,null,0,0,0,
2010006,新手村,受伤的士兵,xinshou,34,31,1,2,1,null,0,0,0,
2010007,新手村,欣雅,xinshou,3,35,1,2,1,null,0,0,0,
2010008,新手村,云游者,xinshou,17,18,1,2,1,null,0,0,0,
2010009,新手村,迷失的村妇,xinshou,48,34,1,2,1,null,0,0,0,
2010010,新手村,民兵,xinshou,69,29,1,2,1,null,0,0,0,
2010011,新手村,兵营勇士,xinshou,60,53,1,2,1,null,0,0,0,
2010012,新手村,王乙,xinshou,56,15,1,2,2,null,0,0,0,
2010013,新手村,辰星,xinshou,21,63,1,2,2,null,0,0,0,
,,,,,,,,,,,,,
2020001,盟重,盟重接引,tucheng,47,64,1,2,1,null,0,0,0,
2020002,盟重,盟重守卫,tucheng,56,59,1,2,1,null,0,0,0,
2020003,盟重,守卫队长,tucheng,68,54,1,2,1,null,0,0,0,
2020004,盟重,药店老板,tucheng,79,32,1,2,1,null,0,0,0,
2020005,盟重,矿主,tucheng,61,22,1,2,1,null,0,0,0,
2020006,盟重,守护女神,tucheng,53,23,1,2,1,null,0,0,0,
2020007,盟重,屠夫,tucheng,39,51,1,2,1,null,0,0,0,
2020008,盟重,擂台小卒,tucheng,24,31,1,2,1,null,0,0,0,
2020009,盟重,平西将军,tucheng,21,36,1,2,1,null,0,0,0,
2020010,盟重,盟重统领,tucheng,23,24,1,2,1,null,0,0,0,
2020011,盟重,副本使者,tucheng,36,33,1,2,1,null,0,0,0,
2020012,盟重,BOSS之家,tucheng,63,32,1,2,1,null,0,0,0,
2020013,盟重,盟重传送员,tucheng,56,20,1,2,1,null,0,0,0,
2020014,盟重,物品回收,tucheng,57,37,1,2,1,null,0,0,0,
2020015,盟重,降妖除魔,tucheng,33,21,1,2,1,null,0,0,0,
2020016,盟重,书店老板,tucheng,38,13,1,2,1,null,0,0,0,
2020017,盟重,装备合成,tucheng,50,25,1,2,1,null,0,0,0,
2020018,盟重,仓库,tucheng,53,34,1,2,1,null,0,0,0,
2020019,盟重,未知暗殿,tucheng,47,28,1,2,1,null,0,0,0,
2020020,盟重,转生神殿,tucheng,49,30,1,2,1,null,0,0,0,
2020021,盟重,烧猪洞,tucheng,66,29,1,2,1,null,0,0,0,
2020022,盟重,城主雕像,tucheng,58,28,1,2,1,null,0,0,0,
2020023,盟重,门派挑战,tucheng,66,27,1,2,1,null,0,0,0,
2020024,盟重,玛雅神殿,tucheng,60,35,1,2,1,null,0,0,0,
2020025,盟重,武器店老板,tucheng,63,21,1,2,1,null,0,0,0,
2020026,盟重,说书先生,tucheng,49,7,1,2,1,null,0,0,0,
2020027,盟重,染布女子,tucheng,55,13,1,2,1,null,0,0,0,
2020028,盟重,车夫,tucheng,41,22,1,2,1,null,0,0,0,
2020029,盟重,老兵,tucheng,20,47,1,2,1,null,0,0,0,
2020030,盟重,合成师,tucheng,73,27,1,2,1,null,0,0,0,
,,,,,,,,,,,,,
2030001,比奇城,比奇传送员,biqi,40,35,1,2,1,null,0,0,0,
2030002,比奇城,夜战比奇城,biqi,33,42,1,2,1,null,0,0,0,
2030003,比奇城,尸王殿,biqi,38,50,1,2,1,null,0,0,0,
2030004,比奇城,天降赐福,biqi,47,48,1,2,1,null,0,0,0,
2030005,比奇城,天下第一,biqi,50,43,1,2,1,null,0,0,0,
2030006,比奇城,精英阁,biqi,35,47,1,2,1,null,0,0,0,
2030007,比奇城,藏宝阁,biqi,44,52,1,2,1,null,0,0,0,
2030008,比奇城,比奇守卫,biqi,73,11,1,2,1,null,0,0,0,
2030009,比奇城,押镖使者,biqi,23,20,1,2,1,null,0,0,0,
2030010,比奇城,神威魔域,biqi,37,38,1,2,1,null,0,0,0,
,,,,,,,,,,,,,
2040001,矿洞一层,矿洞守卫,kuangdong1,23,50,1,2,1,null,0,0,0,
2040002,矿洞一层,冒险者,kuangdong1,6,35,1,2,1,null,0,0,0,
2040003,矿洞一层,士兵队长,kuangdong1,13,24,1,2,1,null,0,0,0,
2040004,矿洞一层,矿工,kuangdong1,22,12,1,2,1,null,0,0,0,
2050001,矿洞二层,巡查兵,kuangdong2,23,37,1,2,1,null,0,0,0,
2050002,矿洞二层,探宝者,kuangdong2,14,28,1,2,1,null,0,0,0,
2050003,矿洞二层,江湖医师,kuangdong2,29,10,1,2,1,null,0,0,0,
2050004,矿洞二层,士兵统领,kuangdong2,11,42,1,2,1,null,0,0,0,
,,,,,,,,,,,,,
2060001,毒蛇一层,蛇谷守卫,dusheshangu1,15,52,1,2,1,null,0,0,0,
2060002,毒蛇一层,王老太,dusheshangu1,12,32,1,2,1,null,0,0,0,
2060003,毒蛇一层,刘老头,dusheshangu1,13,12,1,2,1,null,0,0,0,
2060004,毒蛇一层,胡蛋,dusheshangu1,26,7,1,2,1,null,0,0,0,
